itemID,item,type,category,choices,definition,complexity_category,gloss,uni_lemma
item_1,S1_OUCH,word,sounds,produces,άου,NA,ouch,awoo
item_2,S2_FROG_SO,word,sounds,produces,βρεκεκέξ κουάξ κουάξ,NA,frog sound,ribbit
item_3,S3_WOOF_WO,word,sounds,produces,γαβ γαβ,NA,woof woof,woof woof
item_4,S4_YUMMY,word,sounds,produces,γιάμι,NA,yummy,yum yum
item_5,S5_CHICKEN,word,sounds,produces,κοκοκό,NA,chicken sound,NA
item_6,S6_COOCKAD,word,sounds,produces,κικιρίκου,NA,coockadoodledoo,cockadoodledoo
item_7,S7_OWL_SOU,word,sounds,produces,κουκουβά,NA,owl sound,hoot
item_8,S8_YUM_YUM,word,sounds,produces,μιαμ μιαμ,NA,yum yum,yum yum
item_9,S9_MEOW,word,sounds,produces,μιάου,NA,meow,meow
item_10,S10_MOO,word,sounds,produces,μουουου,NA,moo,moo
item_11,S11_SHEEP_,word,sounds,produces,μπεεε,NA,sheep sound,baa baa
item_12,S12_WATER__CG,word,sounds,produces,μπουά,NA,water CG,NA
item_13,S13_BLOOM,word,sounds,produces,μπλουμ,NA,bloom,NA
item_14,S14_SOUND__CG,word,sounds,produces,ουφ(φου),NA,sound when getting tired/bored CG,NA
item_15,S15_QUACK_,word,sounds,produces,παπαπά,NA,quack quack,quack quack
item_16,S16_SOUND__CG,word,sounds,produces,πουφ(φου),NA,sound indicating bad smell CG,NA
item_17,S17_BIRD_S,word,sounds,produces,τσίου,NA,bird sound,tweet tweet
item_18,A1_COW,word,animals,produces,αγελάδα,NA,cow,cow
item_19,A2_HORSE,word,animals,produces,άλογο,NA,horse,horse
item_20,A3_SPIDER,word,animals,produces,αράχνη,NA,spider,spider
item_21,A4_BEAR,word,animals,produces,αρκούδα,NA,bear,bear
item_22,A5_LAMB,word,animals,produces,αρνί,NA,lamb,lamb
item_23,A6_FROG,word,animals,produces,βάτραχος,NA,frog,frog
item_24,A7_DONKEY,word,animals,produces,γάιδαρος,NA,donkey,donkey
item_25,A8_CAT,word,animals,produces,γάτα,NA,cat,cat
item_26,A9_PIG,word,animals,produces,γουρούνι,NA,pig,pig
item_27,A10_DOLPHI,word,animals,produces,δελφίνι,NA,dolphin,dolphin
item_28,A11_DEER,word,animals,produces,ελάφι,NA,deer,deer
item_29,A12_ELEPHA,word,animals,produces,ελέφαντας,NA,elephant,elephant
item_30,A13_INSECT,word,animals,produces,έντομο,NA,insect,bug
item_31,A14_ANIMAL,word,animals,produces,ζώο,NA,animal,animal
item_32,A15_CAMEL,word,animals,produces,καμήλα,NA,camel,camel
item_33,A16_GIRAFF,word,animals,produces,καμηλοπάρδαλη,NA,giraffe,giraffe
item_34,A17_SNAIL__CG,word,animals,produces,καράολος,NA,snail CG,snail
item_35,A18_COCKRO,word,animals,produces,κατσαρίδα,NA,cockroach,cockroach
item_36,A19_GOAT,word,animals,produces,κατσίκα,NA,goat,goat
item_37,A20_ROOSTE,word,animals,produces,κόκορας,NA,rooster,rooster
item_38,A21_CHICKE,word,animals,produces,κότα,NA,chicken,chicken (animal)
item_39,A22_OWL,word,animals,produces,κουκουβάγια,NA,owl,owl
item_40,A23_RABBIT,word,animals,produces,κουνέλι,NA,rabbit,bunny
item_41,A24_MOSQUI,word,animals,produces,κουνούπι,NA,mosquito,mosquito
item_42,A25_TYPE_O_CG,word,animals,produces,κουρκουτάς,NA,type of lizard CG,lizard
item_43,A26_PUPPY,word,animals,produces,κουτάβι,NA,puppy,puppy
item_44,A27_SNAKE__CG,word,animals,produces,κουφή,NA,snake CG,snake
item_45,A28_CROCOD,word,animals,produces,κροκόδειλος,NA,crocodile,crocodile
item_46,A29_HARE,word,animals,produces,λαγός,NA,hare,hare
item_47,A30_LION,word,animals,produces,λιοντάρι,NA,lion,lion
item_48,A31_MONKEY,word,animals,produces,μαϊμού,NA,monkey,monkey
item_49,A32_BEE,word,animals,produces,μέλισσα,NA,bee,bee
item_50,A33_FLY,word,animals,produces,μύγα,NA,fly,fly (animal)
item_51,A34_ANT,word,animals,produces,μυρμήγκι,NA,ant,ant
item_52,A25_BAT,word,animals,produces,νυχτερίδα,NA,bat,bat (animal)
item_53,A26_LADYBU_CG,word,animals,produces,παπαρούνα,NA,ladybug CG,ladybug
item_54,A27_DUCK,word,animals,produces,πάπια,NA,duck,duck
item_55,A38_LADYBU,word,animals,produces,πασχαλίτσα,NA,ladybug,ladybug
item_56,A39_BUTTER,word,animals,produces,πεταλούδα,NA,butterfly,butterfly
item_57,A40_ROOSTE_CG,word,animals,produces,πετεινός,NA,rooster CG,rooster
item_58,A41_PENGUI,word,animals,produces,πιγκουίνος,NA,penguin,penguin
item_59,A42_MONKEY,word,animals,produces,πίθηκος,NA,monkey,monkey
item_60,A43_MOUSE,word,animals,produces,ποντίκι,NA,mouse,mouse
item_61,A44_BIRD,word,animals,produces,πουλί,NA,bird,bird
item_62,A45_SHEEP,word,animals,produces,πρόβατο,NA,sheep,sheep
item_63,A46_SNAIL,word,animals,produces,σαλιγκάρι,NA,snail,snail
item_64,A47_LIZARD,word,animals,produces,σαύρα,NA,lizard,lizard
item_65,A48_SQUIRR,word,animals,produces,σκίουρος,NA,squirrel,squirrel
item_66,A49_DOG,word,animals,produces,σκύλος,NA,dog,dog
item_67,A50_WASP,word,animals,produces,σφήκα,NA,wasp,wasp
item_68,A51_TIGER,word,animals,produces,τίγρη,NA,tiger,tiger
item_69,A52_WHALE,word,animals,produces,φάλαινα,NA,whale,whale
item_70,A53_SNAKE,word,animals,produces,φίδι,NA,snake,snake
item_71,A54_TURTLE,word,animals,produces,χελώνα,NA,turtle,turtle
item_72,A55_GOOSE,word,animals,produces,χήνα,NA,goose,goose
item_73,A56_FISH,word,animals,produces,ψάρι,NA,fish,fish (animal)
item_74,T1_TEDDY_B,word,toys,produces,αρκουδάκι,NA,teddy bear,teddybear
item_75,T2_CAR,word,toys,produces,αυτοκινητάκι,NA,car,car
item_76,T3_BOOK,word,toys,produces,βιβλίο,NA,book,book
item_77,T4_GLUE_CG_CG,word,toys,produces,γόμμα,NA,glue CG,glue
item_78,T5_GIFT,word,toys,produces,δώρο,NA,gift,present
item_79,T6_GLUE,word,toys,produces,κόλλα,NA,glue,glue
item_80,T7_DOLL,word,toys,produces,κούκλα,NA,doll,doll
item_81,T8_CUBE,word,toys,produces,κύβος,NA,cube,block
item_82,T9_BALL_CG_CG,word,toys,produces,μάππα,NA,ball CG,ball
item_83,T10_MARKER,word,toys,produces,μαρκαδόρος,NA,marker,crayon
item_84,T11_BALL,word,toys,produces,μπάλα,NA,ball,ball
item_85,T12_BALLOO,word,toys,produces,μπαλόνι,NA,balloon,balloon
item_86,T13_TEDDY__CG,word,toys,produces,μπούλουκκος,NA,teddy bear CG,teddybear
item_87,T14_PENCIL,word,toys,produces,μολύβι,NA,pencil,pencil
item_88,T15_PUZZLE,word,toys,produces,παζλ,NA,puzzle,puzzle
item_89,T16_TOY_GA,word,toys,produces,παιχνίδι,NA,toy/game,toy (object)
item_90,T17_STORY_,word,toys,produces,παραμύθι,NA,story/fairytale,story
item_91,T18_PEN_CG_CG,word,toys,produces,πέννα,NA,pen CG,pen/pencil
item_92,T19_PLAY_D,word,toys,produces,πλαστελίνη,NA,play doh,play dough
item_93,T20_PLAY_D_CG,word,toys,produces,πλαστισίνη,NA,play doh CG,play dough
item_94,T21_TOY_SO,word,toys,produces,στρατιωτάκι,NA,toy soldier,NA
item_95,T22_PEN,word,toys,produces,στυλό,NA,pen,pen
item_96,T23_BLOCK,word,toys,produces,τούβλο,NA,block,block
item_97,T14_BALLOO_CG,word,toys,produces,φούσκα,NA,balloon CG,balloon
item_98,FD1_SALT,word,food_drink,produces,αλάτι,NA,salt,salt
item_99,FD2_EGG,word,food_drink,produces,αυγό,NA,egg,egg
item_100,FD3_AUBERG_CG,word,food_drink,produces,βαζάνι,NA,aubergine CG,eggplant
item_101,FD4_BUTTER,word,food_drink,produces,βούτυρος,NA,butter,butter
item_102,FD5_MILK,word,food_drink,produces,γάλα,NA,milk,milk
item_103,FD6_YOGURT,word,food_drink,produces,γιαούρτι,NA,yogurt,yogurt
item_104,FD7_SWEET,word,food_drink,produces,γλυκό/γλύκισμα,NA,sweet,sweets
item_105,FD8_LOLLIP,word,food_drink,produces,γλειφιτζούρι,NA,lollipop,lollipop
item_106,FD9_CEREAL,word,food_drink,produces,δημητριακά*,NA,cereal,cereal
item_107,FD10_HAM,word,food_drink,produces,ζαμπόν,NA,ham,ham
item_108,FD11_SUGAR,word,food_drink,produces,ζάχαρη,NA,sugar,sugar
item_109,FD12_CONFE,word,food_drink,produces,ζαχαρωτά,NA,confectionery,candy
item_110,FD13_JELLO,word,food_drink,produces,ζελέ,NA,jello,NA
item_111,FD14_JELLY,word,food_drink,produces,ζελεδάκια,NA,jelly beans,NA
item_112,FD15_CORN,word,food_drink,produces,καλαμπόκι,NA,corn,corn
item_113,FD16_TOAST_CG,word,food_drink,produces,καπίρα,NA,toasted bread CG,toast
item_114,FD17_CANDY,word,food_drink,produces,καραμέλα,NA,candy,candy
item_115,FD18_CARRO,word,food_drink,produces,καρότο,NA,carrot,carrot
item_116,FD19_WATER,word,food_drink,produces,καρπούζι,NA,watermelon,watermelon
item_117,FD20_COFFE,word,food_drink,produces,καφές,NA,coffee,coffee
item_118,DF21_CAKE,word,food_drink,produces,κέϊκ,NA,cake,cake
item_119,FD22_KETCH,word,food_drink,produces,κέτσαπ,NA,ketchup,ketchup
item_120,FD23_CHICK,word,food_drink,produces,κοτόπουλο,NA,chicken,chicken (food)
item_121,FD24_STUFF_CG,word,food_drink,produces,κουπέπι,NA,stuffed grape leaves CG,NA
item_122,FD25_CANDY_CG,word,food_drink,produces,κουφέττα,NA,candy CG,candy
item_123,FD26_MEAT__CG,word,food_drink,produces,κρέας,NA,meat CG,meat
item_124,FD27_CREAM,word,food_drink,produces,κρέμα,NA,cream,cream
item_125,FD28_NUTS__CG,word,food_drink,produces,κούννες,NA,nuts CG,nut
item_126,FD29_GREEK,word,food_drink,produces,λουκουμάδες,NA,greek donuts,pastry
item_127,FD30_MAYON,word,food_drink,produces,μαγιονέζα,NA,mayonaise,NA
item_128,FD31_PASTA,word,food_drink,produces,μακαρόνια,NA,pasta,pasta
item_129,FD32_JAM,word,food_drink,produces,μαρμελάδα,NA,jam,jam
item_130,FD33_AUBER,word,food_drink,produces,μελιτζάνα,NA,aubergine,eggplant
item_131,FD34_APPLE,word,food_drink,produces,μήλο,NA,apple,apple
item_132,FD35_LOLLI_CG,word,food_drink,produces,μηλούιν,NA,lollipop CG,lollipop
item_133,FD36_BANAN,word,food_drink,produces,μπανάνα,NA,banana,banana
item_134,FD37_PEAS,word,food_drink,produces,μπιζέλι,NA,peas,peas
item_135,FD38_BISCU,word,food_drink,produces,μπισκότο,NA,biscuit,biscuit
item_136,FD39_BURGE,word,food_drink,produces,μπιφτέκι,NA,burger,hamburger
item_137,FD40_NUGGE,word,food_drink,produces,νάγκετς,NA,nuggets,NA
item_138,FD41_WATER,word,food_drink,produces,νερό,NA,water,water (beverage)
item_139,FD42_NUTS,word,food_drink,produces,ξηροί καρποί,NA,nuts,nut
item_140,FD43_ICE_C,word,food_drink,produces,παγάκι,NA,ice cube,ice
item_141,FD44_ICE_C,word,food_drink,produces,παγωτό,NA,ice cream,ice cream
item_142,FD45_CRISP,word,food_drink,produces,πατατάκια,NA,crisps,chips
item_143,FD46_POTAT,word,food_drink,produces,πατάτα,NA,potato,potato
item_144,FD47_MELON,word,food_drink,produces,πεπόνι,NA,melon,melon
item_145,FD48_GUM_C_CG,word,food_drink,produces,πίσσα,NA,gum CG,gum
item_146,FD49_PIZZA,word,food_drink,produces,πίτσα,NA,pizza,pizza
item_147,FD50_POP_C,word,food_drink,produces,ποπ κορν,NA,pop corn,NA
item_148,FD51_ORANG,word,food_drink,produces,πορτοκάλι,NA,orange,orange (food)
item_149,FD52_RICE,word,food_drink,produces,ρύζι,NA,rice,rice
item_150,FD53_SANDW,word,food_drink,produces,σάντουιτς,NA,sandwich,sandwich
item_151,FD54_CYPRI,word,food_drink,produces,σιάμισι,NA,cypriot sweet,NA
item_152,FD55_CYPRI,word,food_drink,produces,σιεφταλιά,NA,cypriot crépinette,NA
item_153,FD56_SYRUP,word,food_drink,produces,σιρόπι,NA,syrup,syrup
item_154,FD57_CORN__CG,word,food_drink,produces,σιταροπούλα,NA,corn CG,corn
item_155,FD58_CORN__CG,word,food_drink,produces,σίταρος,NA,corn CG,corn
item_156,FD59_CHOCO,word,food_drink,produces,σοκολάτα,NA,chocolate,chocolate
item_157,FD60_GREEK,word,food_drink,produces,σούβλα,NA,greek skewer,spit
item_158,FD61_GREEK,word,food_drink,produces,σουβλάκι,NA,greek skewer,NA
item_159,FD62_SOUP,word,food_drink,produces,σούπα,NA,soup,soup
item_160,FD63_RAISI,word,food_drink,produces,σταφύδα,NA,raisin,raisin
item_161,FD64_GRAPE,word,food_drink,produces,σταφύλι,NA,grape,grapes
item_162,FD65_JELLO_CG,word,food_drink,produces,τζέλλι,NA,jello CG,NA
item_163,FD66_TOAST,word,food_drink,produces,τοστ,NA,toast,toast
item_164,FD67_TEA,word,food_drink,produces,τσάι,NA,tea,tea
item_165,FD68_CRISP_CG,word,food_drink,produces,τσιπς,NA,crisps CG,chips
item_166,FD69_GUM,word,food_drink,produces,τσίχλα,NA,gum,gum
item_167,FD70_CHEES,word,food_drink,produces,τυρί,NA,cheese,cheese
item_168,FD71_FOOD,word,food_drink,produces,φαγητό/φαΐ,NA,food,food
item_169,FD72_LENTI,word,food_drink,produces,φακές,NA,lentils,beans
item_170,FD73_GREEN,word,food_drink,produces,φασολάκι,NA,green beans,green beans
item_171,FD74_BEANS,word,food_drink,produces,φασόλια,NA,beans,beans
item_172,FD75_FISH_,word,food_drink,produces,φίσφιγκερς,NA,fish fingers,NA
item_173,FD76_STRAW,word,food_drink,produces,φράουλα,NA,strawberry,strawberry
item_174,FD77_JELLY_CG,word,food_drink,produces,φρουτάκια,NA,jelly beans CG,NA
item_175,FD78_TOAST,word,food_drink,produces,φρυγανιά,NA,toasted bread,cracker
item_176,FD79_HAM_C_CG,word,food_drink,produces,χαμ,NA,ham CG,ham
item_177,FD80_HAMBU,word,food_drink,produces,χάμπουργκερ,NA,hamburger,hamburger
item_178,FD81_JUICE,word,food_drink,produces,χυμός,NA,juice,juice
item_179,FD82_CONE_,word,food_drink,produces,χωνάκι,NA,cone (ice cream),ice cream
item_180,FD83_FISH,word,food_drink,produces,ψάρι,NA,fish,fish (food)
item_181,FD84_BREAD,word,food_drink,produces,ψωμί,NA,bread,bread
item_182,V1_AIRPLAN,word,vehicles,produces,αεροπλάνο,NA,airplane,airplane
item_183,V2_CAR,word,vehicles,produces,αμάξι,NA,car,car
item_184,V3_PUSHCHA_CG,word,vehicles,produces,αμαξούα,NA,pushchair CG,stroller
item_185,V4_CAR_CG_CG,word,vehicles,produces,αυτοκίνητο,NA,car CG,car
item_186,V5_BOAT,word,vehicles,produces,βάρκα,NA,boat,boat
item_187,V6_SHIP,word,vehicles,produces,καράβι,NA,ship,ship
item_188,V7_PUSHCHA,word,vehicles,produces,καροτσάκι,NA,pushchair,stroller
item_189,V8_BUS,word,vehicles,produces,λεωφορείο,NA,bus,bus
item_190,V9_MOTORCY,word,vehicles,produces,μοτοσικλέτα,NA,motorcycle,motorcycle
item_191,V10_MOTORC_CG,word,vehicles,produces,μοτόρα,NA,motorcycle CG,motorcycle
item_192,V11_BULLDO,word,vehicles,produces,μπουλντόζα,NA,bulldozer,digger
item_193,V12_SHIP,word,vehicles,produces,πλοίο,NA,ship,ship
item_194,V13_BICYCL,word,vehicles,produces,ποδήλατο,NA,bicycle,bicycle
item_195,V14_FIREEN,word,vehicles,produces,πυροσβεστική,NA,fireengine,firetruck
item_196,V15_BULLDO_CG,word,vehicles,produces,σιοίρος,NA,bulldozer CG,digger
item_197,V16_TRACTO,word,vehicles,produces,τρακτέρ,NA,tractor,tractor
item_198,V17_TRAIN,word,vehicles,produces,τρένο,NA,train,train
item_199,V18_LORRY,word,vehicles,produces,φορτηγό,NA,lorry,truck
item_200,OH1_RUBBIS,word,household,produces,άχρηστα,NA,rubbish,rag
item_201,OH2_BRUSH,word,household,produces,βούρτσα,NA,brush,brush (object)
item_202,OH3_FLOWER,word,household,produces,γλάστρα,NA,(flower) pot,flower pot
item_203,OH4_TRAY,word,household,produces,δίσκος,NA,tray,tray
item_204,OH5_VACUUM,word,household,produces,ηλεκτρική σκούπα*,NA,vacuum cleaner,vacuum
item_205,OH6_PAINTI_CG,word,household,produces,κάδρο,NA,painting CG,painting
item_206,OH7_RUBBIS_CG,word,household,produces,κάλαθος,NA,rubbish bin CG,trash
item_207,OH8_CAMERA,word,household,produces,κάμερα,NA,camera,camera
item_208,OH9_COIN,word,household,produces,κέρμα,NA,coin,money
item_209,OH10_MOBIL,word,household,produces,κινητό,NA,mobile,cell phone
item_210,OH11_KEYS,word,household,produces,κλειδιά,NA,keys,keys
item_211,OH12_ADHES,word,household,produces,κολλητική ταινία*,NA,adhesive tape,tape (object)
item_212,OH13_BUCKE,word,household,produces,κουβάς,NA,bucket,bucket
item_213,OH14_BLANK,word,household,produces,κουβέρτα,NA,blanket,blanket
item_214,OH15_BOWL,word,household,produces,κούπα,NA,bowl,cup
item_215,OH16_SPOON,word,household,produces,κουτάλι,NA,spoon,spoon
item_216,OH17_BOX,word,household,produces,κουτί,NA,box,box
item_217,OH18_LAMP,word,household,produces,λάμπα,NA,lamp,lamp
item_218,OH19_MONEY,word,household,produces,λεφτά,NA,money,money
item_219,OH20_KITCH_CG,word,household,produces,μαντηλιά,NA,kitchen towel CG,towel
item_220,OH21_PILLO,word,household,produces,μαξιλάρι,NA,pillow,pillow
item_221,OH22_KNIFE,word,household,produces,μαχαίρι,NA,knife,knife
item_222,OH23_MOBIL_CG,word,household,produces,μόμπαϊλ,NA,mobile CG,cell phone
item_223,OH24_FEEDI_CG,word,household,produces,μπιμπερό,NA,feeding bottle CG,bottle
item_224,OH25_BOWL__CG,word,household,produces,μπολ,NA,bowl CG,bowl
item_225,OH26_BOTTL,word,household,produces,μπουκάλι,NA,bottle,bottle
item_226,OH27_COIN,word,household,produces,νόμισμα,NA,coin,money
item_227,OH28_TOOTH,word,household,produces,οδοντόβουρτσα,NA,toothbrush,toothbrush
item_228,OH29_TOOTH,word,household,produces,οδοντόκρεμα,NA,toothpaste,toothpaste
item_229,OH30_BABY__CG,word,household,produces,περπατούσα,NA,baby walker CG,NA
item_230,OH31_TOWL,word,household,produces,πετσέτα,NA,towl,towel
item_231,OH32_PLATE,word,household,produces,πιάτο,NA,plate,plate
item_232,OH33_PAINT,word,household,produces,πίνακας,NA,painting,painting
item_233,OH34_FORK,word,household,produces,πιρούνι,NA,fork,fork
item_234,OH35_HAIR__CG,word,household,produces,πιστολάκι,NA,hair dryer CG,hair dryer
item_235,OH36_WALLE,word,household,produces,πορτοφόλι,NA,wallet,purse
item_236,OH37_RADIO,word,household,produces,ραδιόφωνο,NA,radio,radio
item_237,OH38_WATCH,word,household,produces,ρολόι,NA,watch,clock
item_238,OH39_SOAP,word,household,produces,σαπούνι,NA,soap,soap
item_239,OH40_HAIR_,word,household,produces,σεσουάρ,NA,hair dryer,hair dryer
item_240,OH41_BUCKE_CG,word,household,produces,σίκλα,NA,bucket CG,bucket
item_241,OH42_BROOM,word,household,produces,σκούπα,NA,broom,broom
item_242,OH43_RUBBI,word,household,produces,σκουπίδια,NA,rubbish,trash
item_243,OH44_HAIR_,word,household,produces,στεγνωτήρας,NA,hair dryer,dryer
item_244,OH45_MOP,word,household,produces,σφουγγαρίστρα,NA,mop,NA
item_245,OH46_HAMME,word,household,produces,σφυρί,NA,hammer,hammer
item_246,OH47_TABLE,word,household,produces,τάμπλετ,NA,tablet,NA
item_247,OH48_TOWEL_CG,word,household,produces,τόρος,NA,towel CG,towel
item_248,OH49_MEDIC,word,household,produces,φάρμακο,NA,medicine,medicine
item_249,OH50_ADHES_CG,word,household,produces,τέλλα,NA,adhesive tape CG,tape (object)
item_250,OH51_TIN,word,household,produces,τενεκεδάκι,NA,tin,NA
item_251,OH52_PHONE,word,household,produces,τηλέφωνο,NA,phone,telephone
item_252,OH53_BAG,word,household,produces,τσάντα,NA,bag,bag
item_253,OH54_MOP_C_CG,word,household,produces,φλόκκος,NA,mop CG,mop (object)
item_254,OH55_CUP_C_CG,word,household,produces,φλιτζάνι,NA,cup CG,cup
item_255,OH56_LIGHT,word,household,produces,φως,NA,light,light (object)
item_256,OH57_PHOTO,word,household,produces,φωτογραφία,NA,photograph,picture
item_257,OH58_PHOTO,word,household,produces,φωτογραφική,NA,photo camera,camera
item_258,OH59_PHOTO,word,household,produces,φωτογραφοθήκη,NA,photo frame,NA
item_259,OH60_PAPER,word,household,produces,χαρτί,NA,paper,paper
item_260,OH61_TISSU,word,household,produces,χαρτομάντηλο,NA,tissue,tissue
item_261,OH62_COMB,word,household,produces,χτενιά,NA,comb,comb (object)
item_262,OH63_SCISS,word,household,produces,ψαλίδι,NA,scissors,scissors
item_263,OH63_SINK__CG,word,household,produces,βούρνα,NA,3 sink CG,sink
item_264,F2_WARDROB_CG,word,furniture_rooms,produces,ερμάρι,NA,wardrobe CG,wardrobe
item_265,F3_CUPBOAR_CG,word,furniture_rooms,produces,ερμαράκι,NA,cupboard CG,cabinet
item_266,F4_POTTY,word,furniture_rooms,produces,γιογιό,NA,potty,potty
item_267,F5_GARAGE,word,furniture_rooms,produces,γκαράζ,NA,garage,garage
item_268,F6_ROOM,word,furniture_rooms,produces,δωμάτιο,NA,room,room
item_269,F7_HEATER,word,furniture_rooms,produces,θερμάστρα,NA,heater,stove
item_270,F8_POTTY_C_CG,word,furniture_rooms,produces,καθικούιν,NA,potty CG,potty
item_271,F9_CAR_SEA,word,furniture_rooms,produces,καθισματάκι,NA,car seat,chair
item_272,F10_LIVING,word,furniture_rooms,produces,καθιστικό,NA,living room,living room
item_273,F11_SOFA,word,furniture_rooms,produces,καναπές,NA,sofa,couch
item_274,F12_CAR_SE_CG,word,furniture_rooms,produces,καρ σιτ,NA,car seat CG,car seat
item_275,F13_CHAIR,word,furniture_rooms,produces,καρέκλα,NA,chair,chair
item_276,F14_HIGH_C_CG,word,furniture_rooms,produces,καρεκλίν,NA,high chair CG,high chair
